# id	file_path	transparent_color_r	g	b
[TEXTURES]
30	textures\mario.png	255	255	255
100	textures\title.png	255	255	255
105	textures\logo.png	255	255	255
# id	left	top	right	bottom	texture_id
[SPRITES]
# -------------------BIG MARIO -------------------
# idle right
10001	216	243	230	269	30
# IDLE LEFT
10002	176	243	190	269	30
# WALK RIGHT
10003	255	243	270	269	30
10004	295	244	311	269	30
# WALK LEFT
10005	135	243	151	269	30
10006	95	244	111	269	30
#JUMP RIGHT
10007	335	244	351	270	30
#JUMP LEFT
10008	55	244	71	270	30
#WALK TO RIGHT BACK LEFT
10009	215	283	231	311	30
#WALK TO LEFT BACK RIGHT
10010	175	283	191	311	30
# RUN MAX RIGHT
10011	214	323	232	349	30
10012	254	323	272	349	30
10013	294	324	312	349	30
# RUN MAX LEFT
10014	175	323	193	349	30
10015	135	323	153	349	30
10016	95	324	113	349	30
#SIT RIGHT 
10017	376	248	390	266	30
#SIT LEFT
10018	16	248	30	266	30
#FALL RIGHT
10019	295	244	311	270	30
#FALL LEFT
10020	95	244	111	270	30
# RUNNING JUMP RIGHT
10021	334	364	352	389	30
# RUNNING JUMP LEFT
10022	55	364	73	389	30
#HOLD IDLE RIGHT
10023	331	323	347	350	30
#HOLD IDLE LEFT
10024	61	323	75	350	30
#HOLD WALK RIGHT
10025	356	323	371	350	30
10026	381	323	396	350	30
#HOLD WALK LEFT
10027	35	323	50	350	30
10028	10	323	24	350	30
#KICK RIGHT
10029	252	283	273	310	30
#KICK LEFT
10030	133	283	154	310	30
# -------------------SMALL MARIO -------------------
#IDLE RIGHT
11001	217	89	229	105	30
#IDLE LEFT
11002	177	89	189	105	30
#WALK RIGHT
11003	256	89	271	105	30
#WALK LEFT
11004	135	89	149	105	30
#JUMP RIGHT
11005	335	89	351	105	30
#JUMP LEFT
11006	55	89	71	105	30
#WALK TO RIGHT BACK LEFT
11007	216	129	230	145	30
#WALK TO LEFT BACK RIGHT
11008	176	129	190	145	30
#RUN MAX RIGHT
11009	215	169	231	185	30
11010	255	169	271	185	30
#RUN MAX LEFT
11011	175	169	191	185	30
11012	135	169	151	185	30
#FALL RIGHT
11013	335	89	351	105	30
#FALL LEFT
11014	55	89	71	105	30
#RUNNING JUMP RIGHT
11015	215	209	231	225	30
#RUNNING JUMP LEFT
11016	175	209	191	225	30
#HOLD IDLE RIGHT
11017	336	169	350	185	30
#HOLD IDLE LEFT
11018	56	169	70	185	30
#HOLD WALK RIGHT
11019	376	169	391	185	30
#HOLD WALK LEFT
11020	15	169	30	185	30
#KICK RIGHT
11021	255	129	271	145	30
#KICK LEFT
11022	135	129	151	145	30
# -------------------RACCOON MARIO -------------------
# idle right
12001	212	443	232	471	30
# IDLE LEFT
12002	174	443	194	471	30
# WALK RIGHT
12003	262	443	284	471	30	
12004	291	443	313	471	30
# WALK LEFT
12005	122	443	144	471	30
12006	93	443	115	471	30
#JUMP RIGHT
12007	331	443	353	471	30
#JUMP LEFT
12008	52	443	74	471	30
#WALK TO RIGHT BACK LEFT
12009	215	483	231	511	30
#WALK TO LEFT BACK RIGHT
12010	175	483	191	511	30
# RUN MAX RIGHT
12011	211	523	235	551	30
12012	251	523	275	551	30
12013	291	523	315	551	30
# RUN MAX LEFT
12014	171	523	195	551	30
12015	131	523	155	551	30
12016	91	523	115	551	30
#SIT RIGHT 
12017	372	448	394	466	30
#SIT LEFT
12018	12	448	34	466	30
#FALL RIGHT
12019	211	602	235	630	30
#FALL LEFT
12020	170	602	196	630	30
# RUNNING JUMP RIGHT
12021	371	603	395	630	30
# RUNNING JUMP LEFT
12022	11	603	35	630	30
#HOLD IDLE RIGHT
12023	322	523	343	551	30
#HOLD IDLE LEFT
12024	63	523	84	551	30
#HOLD WALK RIGHT
12025	351	523	373	551	30
12026	381	523	404	551	30
#HOLD WALK LEFT
12027	33	523	55	551	30
12028	2	523	25	551	30
# KICK RIGHT
12029	247	483	269	511	30
#KICK LEFT
12030	137	483	159	511	30
#FLY RIGHT
12031	291	603	315	631	30
12032	331	603	355	629	30
12033	371	603	395	629	30
#FLY LEFT
12034	91	603	115	631	30
12035	51	603	75	629	30
12036	11	603	35	629	30
#FALL SLOW RIGHT
12037	252	603	274	631	30
#FALL SLOW LEFT
12038	132	603	154	631	30
#TAIL
12039	0	483	16	511	30
12040	35	483	51	511	30
12041	236	443	258	471	30
12042	147	443	170	471	30
# -------------------FIRE MARIO -------------------
# idle right
13001	216	683	230	709	30
# IDLE LEFT
13002	176	683	190	709	30
# WALK RIGHT
13003	255	683	271	710	30	
13004	295	684	311	710	30
# WALK LEFT
13005	135	684	151	710	30
13006	95	684	111	710	30
#JUMP RIGHT
13007	335	684	351	710	30
#JUMP LEFT
13008	55	684	71	710	30
#WALK TO RIGHT BACK LEFT
13009	215	723	231	751	30
#WALK TO LEFT BACK RIGHT
13010	175	723	191	751	30
# RUN MAX RIGHT
13011	214	763	232	790	30
13012	254	763	272	790	30
13013	294	764	312	790	30
# RUN MAX LEFT
13014	175	763	193	790	30
13015	135	763	153	790	30
13016	95	764	113	790	30
#SIT RIGHT 
13017	376	688	390	706	30
#SIT LEFT
13018	16	688	30	706	30
#FALL RIGHT
13019	295	684	311	710	30
#FALL LEFT
13020	95	684	111	710	30
# RUNNING JUMP RIGHT
13021	334	804	352	830	30
# RUNNING JUMP LEFT
13022	55	804	73	829	30
#HOLD IDLE RIGHT
13023	331	763	345	790	30
#HOLD IDLE LEFT
13024	61	763	75	790	30
#HOLD WALK RIGHT
13025	356	763	371	790	30
13026	380	764	396	790	30
#HOLD WALK LEFT
13027	35	763	50	790	30
13028	10	764	26	790	30
#KICK RIGHT
13029	252	723	273	750	30
#KICK LEFT
13030	133	723	154	750	30
#SHOOT FIRE RIGHT
13031	216	683	230	710	30
13032	366	803	379	830	30
13033	386	803	400	830	30
#SHOOT FIRE LEFT
13034	176	683	190	710	30
13035	26	803	40	830	30
13036	6	803	20	830	30
#DIE
99999	15	209	31	225	30
# -------------------Ground -------------------
#ground
14000	0	188	256	224	100
#Background section 1
14001	516	0	772	184	100
#Background section 2
14002	258	0	514	184	100
#Background section 3
14003	258	0	514	184	100
# -------------------Tree -------------------
15000	50	5	92	45	105
15001	96	5	138	45	105
15002	143	5	185	45	105
15003	189	5	231	45	105
# -------------------Pointer -------------------
16000	51	54	59	62	105
##########################################################################################
[ANIMATIONS]
# ani_id	sprite1_id	time1	sprite2_id	time2	...
# ==== MARIO =========
# -------------------BIG MARIO -------------------
#idle right
100	10001	100
# IDLE LEFT
101	10002	100
# WALK RIGHT
102	10001	100	10003	100	10004	100
# WALK LEFT
103	10002	100	10005	100	10006	100
#JUMP RIGHT
104	10007	100
#JUMP LEFT
105	10008	100
#WALK TO RIGHT BACK LEFT
106	10009	500
#WALK TO LEFT BACK RIGHT
107	10010	500
#RUN RIGHT
108	10001	50	10003	50	10004	50
#RUN LEFT
109	10002	50	10005	50	10006	50
#RUN MAX RIGHT
110	10011	50	10012	50	10013	50
#RUN MAX LEFT
111	10014	50	10015	50	10016	50
#SIT RIGHT 
112	10017	100
#SIT LEFT
113	10018	100
#FALL RIGHT
114	10019	100
#FALL LEFT
115	10020	100
#RUNNING JUMP RIGHT
116	10021	100
#RUNNING JUMP LEFT
117	10022	100
#HOLD IDLE RIGHT
118	10023	100
#HOLD IDLE LEFT
119	10024	100
#HOLD WALK RIGHT
120	10023	100	10025	100	10026	100
#HOLD WALK LEFT
121	10024	100	10027	100	10028	100
#KICK RIGHT
122	10029	100
#KICK LEFT
123	10030	100
#HOLD JUMP RIGHT
124	10025	100
#HOLD JUMP LEFT
125	10027	100
#TRANSFORM BIG RIGHT
126	10001	100	11001	50
#TRANSFORM BIG LEFT
127	10002	100	11002	50
# -------------------SMALL MARIO -------------------
#idle right
200	11001	100
# IDLE LEFT
201	11002	100
# WALK RIGHT
202	11001	100	11003	100
# WALK LEFT
203	11002	100	11004	100
#JUMP RIGHT
204	11005	100
#JUMP LEFT
205	11006	100
#WALK TO RIGHT BACK LEFT
206	11007	500
#WALK TO LEFT BACK RIGHT
207	11008	500
#RUN RIGHT
208	11001	50	11003	50
#RUN LEFT
209	11002	50	11004	50
#RUN MAX RIGHT
210	11009	50	11010	50
#RUN MAX LEFT
211	11011	50	11012	50
#FALL RIGHT
212	11013	100
#FALL LEFT
213	11014	100
#RUNNING JUMP RIGHT
214	11015	100
#RUNNING JUMP LEFT
215	11016	100
#HOLD IDLE RIGHT
216	11017	100
#HOLD IDLE LEFT
217	11018	100
#HOLD WALK RIGHT
218	11017	100	11019	100
#HOLD WALK LEFT
219	11018	100	11020	100
#KICK RIGHT
220	11021	100
#KICK LEFT
221	11022	100
#HOLD JUMP RIGHT
